"available","availableText","brand","ean","endedDate","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2"
,,,,,"Schenectady, New York, United States","193778596151",,"500000","US $500,000.00","travelpro07",,"","1992 CLASSIC DRAFT PICK #/500 SHAQUILLE O'NEAL AUTO RC PSA 10 HOF SHAQ","Sports Trading Card",,"https://www.ebay.com/itm/193778596151",,,"Ships from United States","30 watchers",
,,,,,"Midland, Texas, United States","354028394746",,"500000","US $500,000.00","crmcguire23",,"","2020 Panini Flawless Tua Tagovailoa 1/1 Platinum Dual Patch Auto PSA 9 NFL Logo","Sports Trading Card",,"https://www.ebay.com/itm/354028394746",,,"Ships from United States","37 watchers",
,,,,,"Fort Walton Beach, Florida, United States","144147749876",,"500000","US $500,000.00","dobermanboy30",,"","JERSEY# 2013-14 Lebron James 6/10 Fleer Retro 95-96 PMG Metal Gems GREEN BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/144147749876",,,"Ships from United States","33 watchers",
,,,,,"Temecula, California, United States","255713945880",,"500000","US $500,000.00","legendsandlegacies",,"","1952 Topps #311 Mickey Mantle Rookie Rc SGC 6.5 EX-MT+ *Remarkable Offering*","Sports Trading Card",,"https://www.ebay.com/itm/255713945880",,,"Ships from United States","97 watchers",
,,,,,"Schenectady, New York, United States","192596129090",,"500000","US $500,000.00","travelpro07",,"","1992 CLASSIC DRAFT PICK #/500 SHAQUILLE O'NEAL AUTO RC PSA 10 HOF SHAQ","Sports Trading Card",,"https://www.ebay.com/itm/192596129090",,,"127 watchers",,
,,,,,"USA    HOT RC 4 SALE !, United States","314100545611",,"499999.99","US $499,999.99","2006cardsbuyer",,"","PSA 10 Derek Jeter 1999 SKYBOX METAL FUSION TITANIUM GOLD #ED 6/50 ICONIC SET !!","Sports Trading Card",,"https://www.ebay.com/itm/314100545611",,,"Returns accepted","Ships from United States","13 watchers"
,,,,,"East Northport, New York, United States","175025552822",,"499999.05","US $499,999.05","bgsgemcards",,"","2017 National Treasures⚡Patrick Mahomes Rookie Auto⚡Black 3/5⚡RPS ⚡PSA 10💎Pop 1","Sports Trading Card",,"https://www.ebay.com/itm/175025552822",,,"Ships from United States","29 watchers",
,,,,,"CANADA, Canada","275524977554",,"499999.99","US $499,999.99","hockey-crazy",,"","BGS 10 PRISTINE BLACK LABEL SP AUTHENTIC NATHAN MACKINNON RC AUTO /999 9.5 POP 1","Sports Trading Card",,"https://www.ebay.com/itm/275524977554",,,"6 watchers",,
,,,,,"Las Vegas, Nevada, United States","195224524762",,"499999.99","US $499,999.99","vanness02",,"","Connor McDavid Rookie 2015-16 UD /49 SSP Graded Beckett 9 15/16 Upper Deck RC !!","Sports Trading Card",,"https://www.ebay.com/itm/195224524762",,,"Ships from United States",,
,,,,,"Syosset, New York, United States","384004674258",,"487087.87","US $487,087.87","jacsports",,"","2005 Sidney Crosby Rookie Ultimate Debut Threads Jersey & Signature PSA 10 POP 1","Sports Trading Card","Does not apply","https://www.ebay.com/itm/384004674258",,,"Ships from United States","8 watchers",
,,,,,"Chino Hills, California, United States","175525486882",,"458000","US $458,000.00","zaphlopod7",,"","LEBRON JAMES PSA 10 2003 TOPPS CHROME BASKETBALL #111 ROOKIE RC LAKERS","Sports Trading Card",,"https://www.ebay.com/itm/175525486882",,,"Sale benefits charity","Ships from United States",
,,,,,"Reseda, California, United States","325190168064",,"499999.99","US $499,999.99","triumph_ohyes!",,"","2005-06 UD Cup Alexander Ovechkin Honorable Numbers Jersey #8/8 BGS 8.5 Auto 10","Sports Trading Card",,"https://www.ebay.com/itm/325190168064",,,"Ships from United States","21 watchers",
,,,,,"Norristown, Pennsylvania, United States","143608824413",,"449999.99","US $449,999.99","phllyhighend",,"","BGS 9.5 2007 UD Ultimate MICHAEL JORDAN LEBRON JAMES Dual Auto Autograph Jersey","Sports Trading Card",,"https://www.ebay.com/itm/143608824413",,,"Ships from United States","128 watchers",
,,,,,"Pompano Beach, Florida, United States","185284741896",,"500000","US $500,000.00","whelan144l",,"","2012 Topps UFC Bloodlines - Khabib Nurmagomedov #8/8 DEBUT 9.0 BGS - Not Panini","Sports Trading Card",,"https://www.ebay.com/itm/185284741896",,,"Ships from United States",,
,,,,,"Hamel, Minnesota, United States","125604740628",,"450000","US $450,000.00","signedrookies",,"","Xander Bogaerts 2012 Bowman Chrome Superfractor PSA 9 Auto Autographed RC 1/1!","Sports Trading Card",,"https://www.ebay.com/itm/125604740628",,,"Returns accepted","Ships from United States","26 watchers"
,,,,,"Las Vegas, Nevada, United States","323924660790",,"450000","US $450,000.00","702robtay_2008",,"","PATRICK MAHOMES II 2017 PANINI PRIZM STAINED GLASS GOLD MOJO RC SP #02/10 PSA 10","Sports Trading Card","Does not apply","https://www.ebay.com/itm/323924660790",,,"Returns accepted","Ships from United States","353 watchers"
,,,,,"Oakland, California, United States","295193499141",,"450000","US $450,000.00","emk-investment",,"","Lamar Jackson 2018 Panini Flawless Flawless Shield 1/1 PSA 9",,,"https://www.ebay.com/itm/295193499141",,,"Ships from United States","17 watchers",
,,,,,"Livonia, Michigan, United States","195087656703",,"450000","US $450,000.00","cardguy444",,"","2000 TOM BRADY ( S/N 02/10 ) CROWN ROYALE ROOKIE ROYALTY DIE CUT BGS 8.5 POP 2","Sports Trading Card",,"https://www.ebay.com/itm/195087656703",,,"Ships from United States",,
,,,,,"West Warwick, Rhode Island, United States","314254614288",,"449867","US $449,867.00","sports190",,"","1995 Topps Gallery Michael Jordan Players Private Issue  PSA 10  /ONLY 250 MADE","Sports Trading Card",,"https://www.ebay.com/itm/314254614288",,,"Ships from United States",,
,,,,,"San Antonio, Texas, United States","313489243822",,"425000","US $425,000.00","joalv18",,"","Shohei Ohtani 2018 Bowmans Best RC Superfractor 1/1 BGS 10 Pristine","Sports Trading Card",,"https://www.ebay.com/itm/313489243822",,,"Ships from United States","102 watchers",
,,,,,"CROSBY CITY, Canada","370130059567",,"480000.87","US $480,000.87","sidneycrosby87",,"","2005-06 SIDNEY CROSBY ROOKIE SPX JERSEY AUTO /499 BGS 10 PRISTINE RC RARE POP 2","Sports Trading Card",,"https://www.ebay.com/itm/370130059567",,,"87 watchers",,
,,,,,"United States, United States","285041800423",,"400000","US $400,000.00","fredricksofbollywood",,"","* 2013 TOPPS CHROME 136 ALBERT PUJOLS POST-SWING PSA GEM MT 10 POPULATION 1 BB","Sports Trading Card",,"https://www.ebay.com/itm/285041800423",,,"Ships from United States",,
,,,,,"San Jose, California, United States","354420445080",,"420000","US $420,000.00","roberl_373",,"RARE CASE HIT 1/1","2021 Patrick Mahomes Donruss Optic Downtown Gold Vinyl 1/1 BGS 9.5 CHIEFS SSP","Sports Trading Card",,"https://www.ebay.com/itm/354420445080",,,"11 watchers",,
,,,,,"Hamel, Minnesota, United States","125182251876",,"400000","US $400,000.00","signedrookies",,"","Fernando Tatis Jr 2019 Bowman Chrome Superfractor BGS 9.5/10 Auto Autographed RC","Sports Trading Card",,"https://www.ebay.com/itm/125182251876",,,"Returns accepted","Ships from United States","42 watchers"
,,,,,"Thorndale, Pennsylvania, United States","224415655402",,"403750","US $403,750.00","wbmseller",,"","BVG 8.5 NM-MT+ 1932 Sanella Babe Ruth Type 2 Card POP 5 NONE Higher","Sports Trading Card","Does not apply","https://www.ebay.com/itm/224415655402",,,"Ships from United States","49 watchers",
,,,,,"Dearborn, Michigan, United States","324270195213",,"450000","US $450,000.00","nfarj",,"","2009 TOPPS AUTOGRAPH MATTHEW STAFFORD ROOKIE BGS 9 AUTO 10 *WHITE WHALE* 1/1",,,"https://www.ebay.com/itm/324270195213",,,"Ships from United States","16 watchers",
,,,,,"New York City, United States","125508206755",,"425000","US $425,000.00","mandlcards",,"","1916 M101-5 BABE RUTH Rookie New York Yankees SGC 1.5 WELL-CENTERED","Sports Trading Card",,"https://www.ebay.com/itm/125508206755",,,"Ships from United States","51 watchers",
,,,,,"Passaic, New Jersey, United States","384217230583",,"400000","US $400,000.00","",,"PROBSTEIN123 is actively accepting CONSIGNMENTS !!","2000 Playoff Contenders Rookie Ticket #144 Tom Brady RC AUTO PSA 9 MINT PSA/DNA",,,"https://www.ebay.com/itm/384217230583",,,"Ships from United States","125 watchers",
,,,,,"Canton, Connecticut, United States","264275394234",,"399999.99","US $399,999.99","ne-investments",,"THIS LISTING IS FOR BOTH CARDS #57 & #8 THE STICKER...","1986-87 Fleer Michael Jordan Rookie RC Cards #57 & #8 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/264275394234",,,"Ships from United States","180 watchers",
,,,,,"North Las Vegas, Nevada, United States","175252166233",,"400000","US $400,000.00","procardgrader79",,"","1986 Topps Jerry Rice PSA 9 Auto 10, PSA/DNA 9/10, Population 10, None Higher!","Sports Trading Card",,"https://www.ebay.com/itm/175252166233",,,"Ships from United States","17 watchers",
,,,,,"Los Angeles, California, United States","393941628845",,"450000","US $450,000.00","abas15",,"","SIGNED 1986-87 FLEER 57 MICHAEL JORDAN REAL TRUE ROOKIE AUTO CARD RC PSA/DNA UDA","Sports Trading Card",,"https://www.ebay.com/itm/393941628845",,,"Ships from United States","104 watchers",
,,,,,"Anchorage, Alaska, United States","134210596794",,"400000","US $400,000.00","xtc907",,"","2009 National Treasures Timeline Stephen Curry PSA 10 Auto RPA /30 Rc Rookie","Sports Trading Card",,"https://www.ebay.com/itm/134210596794",,,"Ships from United States","9 watchers",
,,,,,"Henrico, Virginia, United States","175156331862",,"375000","US $375,000.00","goodvibessportscards",,"","2017 PRIZM ROOKIE PATCH AUTOGRAPHS PATRICK MAHOMES PRIZMS BLACK FINITE 1/1 #18","Sports Trading Card",,"https://www.ebay.com/itm/175156331862",,,"Ships from United States","30 watchers",
,,,,,"Miami, Florida, United States","175135897268",,"400000","US $400,000.00","ab_sportscards_collectibles",,"","2020 Impeccable Rookie Dual NFL Shield Auto TRUE 1/1 Joe Burrow RPA BGS 9 R6220J","Sports Trading Card",,"https://www.ebay.com/itm/175135897268",,,"Ships from United States","64 watchers",
,,,,,"East Northport, New York, United States","175201341411",,"399904.04","US $399,904.04","bgsgemcards",,"Only BGS 9.5💎True Gem➕️Best Watson Rookie you can buy","2017 National Treasures⚡Deshaun Watson RPA⚡FOTL Stars & Stripes /13⚡BGS 9.5/10","Sports Trading Card",,"https://www.ebay.com/itm/175201341411",,,"Ships from United States","6 watchers",
,,,,,"Stamford, Connecticut, United States","154653479683",,"350000","US $350,000.00","home_of_the_graded_mets",,"","🔥ONLY 2 Gem Mint exist🔥2014 Jacob DeGrom National treasures auto rookie #27/49","Sports Trading Card",,"https://www.ebay.com/itm/154653479683",,,"Ships from United States",,
,,,,,"Shelbyville, Texas, United States","265924522222",,"400000","US $400,000.00","tytylwe.qrw9moc",,"","Only 2 BGS 10's Exist! 1990 Sammy Sosa Topps Rookie Baseball Card #692 RC","Sports Trading Card",,"https://www.ebay.com/itm/265924522222",,,"Ships from United States","41 watchers",
,,,,,"Livonia, Michigan, United States","194676281920",,"375000","US $375,000.00","cardguy444",,"","RARE HIGH END PSA 10 (POP 4) TOM BRADY ROOKIE 2000 FLEER AUTOGRAPHICS AUTOGRAPH","Sports Trading Card",,"https://www.ebay.com/itm/194676281920",,,"Ships from United States","25 watchers",
,,,,,"Homestead, Florida, United States","255845722042",,"359800","US $359,800.00","gee001",,"","(POP 1, GRAIL PIECE), PSA 10/10, ""WHITE AUTO"", J. ROD, 1ST BOWMAN, RC, MINORS!","Sports Trading Card",,"https://www.ebay.com/itm/255845722042",,,,,
,,,,,"Ontario, California, United States","195014500512",,"350000","US $350,000.00","sports*card*slavik",,"PART OF THE FAMOUS SLAVIK MILLION DOLLAR REFRACTOR SET","~MASTERPIECE POP 2 PSA 10 1996 MICHAEL JORDAN CHROME REFRACTOR CHICAGO BULLS 72","Sports Trading Card",,"https://www.ebay.com/itm/195014500512",,,"Ships from United States","7 watchers",
,,,,,"Tampa, Florida, United States","134350570596",,"375000","US $375,000.00","ken601kenneth",,"","1952 topps mickey mantle psa 5.5","Sports Trading Card",,"https://www.ebay.com/itm/134350570596",,,"20 watchers",,
,,,,,"Livonia, Michigan, United States","195298670096",,"375000","US $375,000.00","cardguy444",,"","RARE ( PLAYERS HONORS )( # 9/10 ) 2000 TOM BRADY ROOKIE PLAYOFF ABSOLUTE BGS 7.5","Sports Trading Card",,"https://www.ebay.com/itm/195298670096",,,"Ships from United States",,
,,,,,"Livonia, Michigan, United States","194924458671",,"350000","US $350,000.00","cardguy444",,"","2000 TOM BRADY HOLOGOLD ( U of M ) ROOKIE ( RARE JERSEY #10 ) ( 10/20 ) BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/194924458671",,,"Ships from United States",,
,,,,,"Raleigh, North Carolina, United States","234743993379",,"350000","US $350,000.00","1997udgj",,"","15-16 Upper Deck Connor McDavid Young Gun High Gloss 10/10 BGS 9 W/ BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/234743993379",,,"Ships from United States","13 watchers",
,,,,,"Ontario, California, United States","194967001537",,"350000","US $350,000.00","sports*card*slavik",,"~Modern Day Masterpiece~Population Only 11 In the World","BLACK LABEL BGS 10 PRISTINE 2003 TOPPS CHROME LEBRON JAMES RC SLAVIK COLLECTION",,,"https://www.ebay.com/itm/194967001537",,,"Ships from United States","67 watchers",
,,,,,"Hollister, California, United States","255541590817",,"320000","US $320,000.00","happycatseedandc0mpany",,"","Lebron James Rookie Card BGS 8 #221 + 4 Lebron's Diary BGS 8-9","Sports Trading Card",,"https://www.ebay.com/itm/255541590817",,,"Ships from United States",,
,,,,,"Tallahassee, Florida, United States","204179597176",,"350000","US $350,000.00","survival79",,"","2012-13 Panini Prizm Gold #38 Sidney Crosby #6 of 10 BGS 9.5 Gem Mint","Sports Trading Card",,"https://www.ebay.com/itm/204179597176",,,"6 watchers",,
,,,,,"Rhinebeck, New York, United States","202814306362",,"325000","US $325,000.00","selltopay",,"","2018-19 Panini Contenders Rookie Ticket Autograph Swatch 1/1 Jaren Jackson Jr.","Sports Trading Card","Does not apply","https://www.ebay.com/itm/202814306362",,,"Ships from United States","5 watchers",
,,,,,"Livonia, Michigan, United States","194866890455",,"375000","US $375,000.00","cardguy444",,"","SUPER RARE ( # 12/12 ) 2002 TOM BRADY PACIFIC GAME-WORN-2000-ROOKIE-JERSEY PSA 8","Sports Trading Card",,"https://www.ebay.com/itm/194866890455",,,"Ships from United States","9 watchers",
,,,,,"Nolensville, Tennessee, United States","325141311754",,"299999.15","US $299,999.15","sealedcases_on_ig",,"","2017 Contenders Rookie Ticket Cracked Ice /25 Auto Patrick Mahomes BGS 9.5 Pop 1","Sports Trading Card",,"https://www.ebay.com/itm/325141311754",,,"Ships from United States","25 watchers",
,,,,,"Belvidere, New Jersey, United States","314102904073",,"299999.99","US $299,999.99","saccwolves",,"","2017-18 Panini Select Lionel Messi #255 Field Level Gold Prizm 9/10 Barca PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/314102904073",,,"Returns accepted","Ships from United States","13 watchers"
,,,,,"Long Beach, California, United States","165690684497",,"299999.99","US $299,999.99","coralsncards--ig",,"","2018 National Treasures 163 Josh Allen RC Rookie Patch Auto FOTL /15 psa 9 LOGO","Sports Trading Card",,"https://www.ebay.com/itm/165690684497",,,"Ships from United States","17 watchers",
,,,,,"Manchester, New Hampshire, United States","165577443984",,"300000","US $300,000.00","palzar_collectibles",,"","2008 Donruss Grid Gear #58 Tom Brady Silver Holofoil X's PSA 10 Gem Mint Pop 1!","Sports Trading Card",,"https://www.ebay.com/itm/165577443984",,,"Ships from United States",,
,,,,,"San Gabriel, California, United States","294889031204",,"300000","US $300,000.00","gohbros",,"","2020 Justin Herbert RCs  Stained Glass Gold Optic Select Field Kaboom Downtown",,,"https://www.ebay.com/itm/294889031204",,,"Ships from United States","74 watchers",
,,,,,"Gilford, New Hampshire, United States","255263752913",,"300000","US $300,000.00","preciousmetalcards",,"","2009-10 Absolute Stephen Curry RC BGS 9.5 Gem Mint & 8.5 Logoman Auto 1/1 2 Card","Sports Trading Card",,"https://www.ebay.com/itm/255263752913",,,"Ships from United States","31 watchers",
,,,,,"Westmont, Illinois, United States","274245344591",,"295000","US $295,000.00","flawlessgemsportscards",,"","2017 Panini Flawless PATRICK MAHOMES #2/20 Silver Rookie Patch Auto BGS 9.5/10!","Sports Trading Card",,"https://www.ebay.com/itm/274245344591",,,"Ships from United States","99 watchers",
,,,,,"Ontario, California, United States","195014500511",,"300000","US $300,000.00","sports*card*slavik",,"~ MASTERPIECE POPULATION 1 ~ BIG BOY CARD","~POP 1 MASTERPIECE BGS 10 BOWMAN CHROME BLACK REFRACTOR KEVIN DURANT 2007 NICE",,,"https://www.ebay.com/itm/195014500511",,,"Ships from United States",,
,,,,,"Santa Rosa, California, United States","155155273110",,"289000","US $289,000.00","bucksbuck",,"","2018 Topps Allen & Ginter Cryptocurrency Holy Grail 1/1 PSA   SP  RAREST Card","Sports Trading Card",,"https://www.ebay.com/itm/155155273110",,,"Ships from United States","32 watchers",
,,,,,"Frankfort, Kentucky, United States","155222908110",,"300000","US $300,000.00","chesshunt",,"","2006/07 FLEER AUTOGRAPHICS PSA 10 MICHAEL JORDAN AUTOGRAPHED BASKETBALL/ RED 23","Sports Trading Card",,"https://www.ebay.com/itm/155222908110",,,"Ships from United States",,
,,,,,"Holmdel, New Jersey, United States","284288704213",,"300000","US $300,000.00","jerzrida",,"","2000 Tom Brady SP Authentic BGS 9.5 Gem Mint w/10 Centering #617/1250 REGRADE 10","Sports Trading Card",,"https://www.ebay.com/itm/284288704213",,,"Ships from United States","15 watchers",
